timestamp,acknowledgement
1709599053.9072,3531829806
1709599053.92824,3531829806
1709599054.134157,3531829806
1709599054.137662,3531829806
1709599054.137662,3531829806
1709599054.138025,3531829806
1709599054.138526,3531829806
1709599054.152874,3531829806
1709599054.155005,3531829806
1709599054.366298,3531829806
1709599054.387805,3531829806
1709599054.403945,3531829806
1709599054.413621,3531829806
1709599054.603913,3531829806
1709599054.61108,3531829806
1709599054.611518,3531829806
1709599054.614224,3531829806
1709599054.614224,3531829806
1709599054.614447,3531829806
1709599054.614531,3531829806
1709599054.614739,3531829806
1709599054.614845,3531829806
1709599054.614978,3531829806
1709599054.615032,3531829806
1709599054.61746,3531829806
1709599054.61746,3531829806
1709599054.61746,3531829806
1709599054.61746,3531829806
1709599054.625665,3531829806
1709599054.674991,3531829806
1709599054.674991,3531829806
1709599054.675464,3531829806
1709599054.676095,3531829806
1709599054.678059,3531829806
1709599054.678175,3531829806
1709599054.678708,3531829806
1709599054.678786,3531829806
1709599054.691688,3531829806
1709599054.692332,3531829806
1709599054.697776,3531829806
1709599054.728117,3531829806
1709599054.728604,3531829806
1709599054.729878,3531829806
1709599054.730053,3531829806
1709599054.730169,3531829806
1709599054.730218,3531829806
1709599054.731268,3531829806
1709599054.731381,3531829806
1709599054.731537,3531829806
1709599054.731574,3531829806
1709599054.73297,3531829806
1709599054.733616,3531829806
1709599054.733616,3531829806
1709599054.733616,3531829806
1709599054.733932,3531829806
1709599054.734269,3531829806
1709599054.735303,3531829806
1709599054.735303,3531829806
1709599054.735398,3531829806
1709599054.736184,3531829806
1709599054.736229,3531829806
1709599054.73684,3531829806
1709599054.739751,3531829806
1709599054.739751,3531829806
1709599054.739872,3531829806
1709599054.739989,3531829806
1709599054.773166,3531829806
1709599054.773446,3531829806
1709599054.773928,3531829806
1709599054.774469,3531829806
1709599054.779042,3531829806
1709599054.779042,3531829806
1709599054.779305,3531829806
1709599054.783855,3531829806
1709599054.784224,3531829806
1709599054.814859,3531829806
1709599054.820151,3531829806
1709599054.820151,3531829806
1709599054.820416,3531829806
1709599054.822568,3531829806
1709599054.823567,3531829806
1709599054.823567,3531829806
1709599054.8246,3531829806
1709599054.841892,3531829806
