timestamp,acknowledgement
1709606335.690221,3196341083
1709606335.691076,3196341083
1709606335.691076,3196341083
1709606335.691333,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.69207,3196341083
1709606335.692233,3196341083
1709606335.692486,3196341083
1709606335.692605,3196341083
1709606335.694267,3196341083
1709606335.694267,3196341083
1709606335.694304,3196341083
1709606335.69435,3196341083
1709606335.695524,3196341083
1709606335.695524,3196341083
1709606335.695579,3196341083
1709606335.69564,3196341083
1709606335.703501,3196341083
1709606335.70361,3196341083
1709606335.703642,3196341083
1709606335.704222,3196341083
1709606335.704222,3196341083
1709606335.704614,3196341083
1709606335.70487,3196341083
1709606335.705393,3196341083
1709606335.705568,3196341083
1709606335.705734,3196341083
1709606335.70584,3196341083
1709606335.706377,3196341083
1709606335.706582,3196341083
1709606335.707368,3196341083
1709606335.707368,3196341083
1709606335.707595,3196341083
1709606335.70765,3196341083
1709606335.707646,3196341083
1709606335.707678,3196341083
1709606335.707736,3196341083
1709606335.707754,3196341083
1709606335.708277,3196341083
1709606335.708277,3196341083
1709606335.708277,3196341083
1709606335.708277,3196341083
1709606335.708277,3196341083
1709606335.708523,3196341083
1709606335.708602,3196341083
1709606335.708614,3196341083
1709606335.708646,3196341083
1709606335.708665,3196341083
1709606335.70868,3196341083
1709606335.708716,3196341083
1709606335.708762,3196341083
1709606335.708784,3196341083
1709606335.708821,3196341083
1709606335.708841,3196341083
1709606335.70967,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.710819,3196341083
1709606335.711043,3196341083
1709606335.711139,3196341083
1709606335.711381,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712084,3196341083
1709606335.712335,3196341083
1709606335.712609,3196341083
1709606335.712689,3196341083
1709606335.712803,3196341083
1709606335.71296,3196341083
1709606335.71296,3196341083
1709606335.71296,3196341083
1709606335.713047,3196341083
1709606335.713101,3196341083
1709606335.713133,3196341083
1709606335.713186,3196341083
1709606335.71349,3196341083
1709606335.715155,3196341083
1709606335.715155,3196341083
1709606335.715155,3196341083
1709606335.715293,3196341083
1709606335.715401,3196341083
1709606335.715509,3196341083
1709606335.719437,3196341083
1709606335.719437,3196341083
1709606335.720453,3196341083
1709606335.720593,3196341083
1709606335.721157,3196341083
1709606335.72269,3196341083
1709606335.722804,3196341083
1709606335.7234,3196341083
1709606335.726921,3196341083
1709606335.726921,3196341083
1709606335.726921,3196341083
1709606335.727136,3196341083
1709606335.727198,3196341083
1709606335.727218,3196341083
1709606335.72742,3196341083
1709606335.727648,3196341083
1709606335.727984,3196341083
1709606335.729216,3196341083
1709606335.729361,3196341083
1709606335.729619,3196341083
1709606335.735659,3196341083
1709606335.735659,3196341083
1709606335.7419,3196341083
1709606335.743019,3196341083
1709606335.744151,3196341083
1709606335.746969,3196341083
1709606335.747858,3196341083
1709606335.747858,3196341083
1709606335.748089,3196341083
1709606335.748193,3196341083
1709606335.748955,3196341083
1709606335.752364,3196341083
1709606335.752364,3196341083
1709606335.75264,3196341083
1709606335.752838,3196341083
1709606335.752858,3196341083
1709606335.752858,3196341083
1709606335.752858,3196341083
1709606335.752858,3196341083
1709606335.753025,3196341083
1709606335.753133,3196341083
1709606335.753188,3196341083
1709606335.753704,3196341083
1709606335.754262,3196341083
1709606335.754262,3196341083
1709606335.754262,3196341083
1709606335.754262,3196341083
1709606335.754446,3196341083
1709606335.754512,3196341083
1709606335.754547,3196341083
1709606335.755161,3196341083
1709606335.755481,3196341083
1709606335.756498,3196341083
1709606335.761527,3196341083
1709606335.761527,3196341083
1709606335.761527,3196341083
1709606335.761703,3196341083
1709606335.762643,3196341083
1709606335.76283,3196341083
1709606335.767605,3196341083
1709606335.768371,3196341083
1709606335.769436,3196341083
1709606335.76962,3196341083
1709606335.76973,3196341083
1709606335.769815,3196341083
1709606335.770555,3196341083
1709606335.771732,3196341083
1709606335.771732,3196341083
1709606335.771732,3196341083
1709606335.776996,3196341083
1709606335.779146,3196341083
1709606335.782362,3196341083
1709606335.78422,3196341083
1709606335.784437,3196341083
1709606335.786841,3196341083
1709606335.786841,3196341083
1709606335.787108,3196341083
1709606335.787186,3196341083
1709606335.787185,3196341083
1709606335.78722,3196341083
1709606335.787287,3196341083
1709606335.787307,3196341083
1709606335.789008,3196341083
1709606335.789008,3196341083
1709606335.789008,3196341083
1709606335.790047,3196341083
1709606335.790047,3196341083
1709606335.792764,3196341182
1709606335.792866,3196341182
1709606335.797694,3196341182
1709606335.797694,3196341182
1709606335.798068,3196341182
1709606335.798505,3196341182
1709606335.800045,3196341182
1709606335.800045,3196341182
1709606335.800168,3196341182
1709606335.800297,3196341182
1709606335.808382,3196341182
1709606335.80854,3196341182
1709606335.809343,3196341182
1709606335.810493,3196341182
1709606335.811824,3196341182
1709606335.811909,3196341182
1709606335.815168,3196341182
1709606335.815168,3196341182
1709606335.815315,3196341182
1709606335.823529,3196341182
1709606335.823799,3196341182
1709606335.823943,3196341182
1709606335.824131,3196341182
1709606335.826846,3196341182
1709606335.826929,3196341182
1709606335.82776,3196341182
1709606335.82776,3196341182
1709606335.82776,3196341182
1709606335.82776,3196341182
1709606335.833096,3196341182
1709606335.833373,3196341182
1709606335.838613,3196341182
1709606335.848745,3196341182
1709606335.848745,3196341182
1709606335.849085,3196341182
1709606335.849252,3196341182
1709606335.86581,3196341182
1709606335.866043,3196341182
1709606335.871043,3196341182
1709606335.880866,3196341182
1709606335.880866,3196341182
1709606335.881096,3196341182
1709606335.881224,3196341182
1709606335.881609,3196341182
1709606335.885685,3196341182
1709606335.900274,3196341182
1709606335.911975,3196341182
1709606336.024977,3196341182
1709606336.056998,3196341182
1709606336.07161,3196341281
1709606336.096735,3196341281
1709606336.148333,3196341281
1709606336.212397,3196341281
1709606336.230584,3196341281
1709606336.947127,3196341281
1709606336.947127,3196341281
1709606336.947127,3196341281
1709606336.947434,3196341281
1709606336.947507,3196341281
1709606336.947539,3196341281
1709606336.9479,3196341281
1709606336.948024,3196341281
1709606336.94896,3196341281
1709606336.949158,3196341281
1709606336.950408,3196341281
1709606336.950408,3196341281
1709606336.950639,3196341281
1709606336.950738,3196341281
1709606336.950988,3196341281
1709606336.965068,3196341281
1709606336.978081,3196341281
1709606336.978395,3196341281
1709606336.980478,3196341281
1709606336.980478,3196341281
1709606336.980792,3196341281
1709606336.980818,3196341281
1709606336.980879,3196341281
1709606336.980908,3196341281
1709606336.980953,3196341281
1709606336.980997,3196341281
1709606336.982978,3196341281
1709606336.982978,3196341281
1709606336.982978,3196341281
1709606336.982978,3196341281
1709606336.984087,3196341281
1709606336.984087,3196341281
1709606336.98441,3196341281
1709606336.98466,3196341281
1709606336.985224,3196341281
1709606336.985287,3196341281
1709606336.986408,3196341281
1709606336.986408,3196341281
1709606336.986505,3196341281
1709606336.986579,3196341281
1709606337.0006,3196341281
1709606337.0006,3196341281
1709606337.006707,3196341281
1709606337.006942,3196341281
1709606338.054679,3196341281
1709606338.054882,3196341281
1709606338.174033,3196341281
1709606338.214425,3196341281
1709606338.258001,3196341380
